REF_DATE,GEO,DGUID,Household size (7),Household type including census family structure  (11),Coordinate,Household income statistics (6):Number of households (2021)[1],Symbol,Household income statistics (6):Number of households (2016)[2],Symbol,Household income statistics (6):Median household total income (2020) (2020 constant dollars)[3],Symbol,Household income statistics (6):Median household total income (2015) (2020 constant dollars)[4],Symbol,Household income statistics (6):Median household after-tax income (2020) (2020 constant dollars)[5],Symbol,Household income statistics (6):Median household after-tax income (2015) (2020 constant dollars)[6],Symbol
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,Non-census family households,185.5.11,5,,0,,,x,,x,,x,,x
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,Total – Household type including census family structure,185.6.1,390,,410,,138000,,141000,,117000,,120000,
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,Census-family households,185.6.2,385,,405,,138000,,141000,,117000,,120000,
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,Households consisting of only one census family without additional persons,185.6.3,345,,360,,138000,,139000,,117000,,116000,
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,"One couple, with or without children in their census family",185.6.4,330,,355,,139000,,141000,,118000,,119000,
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,Without children,185.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,With children,185.6.6,330,,355,,139000,,141000,,118000,,119000,
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,One one-parent census family,185.6.7,10,,5,,,x,,x,,x,,x
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,With a parent that is a man+,185.6.8,0,,0,,0,...,,x,0,...,,x
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,With a parent that is a woman+,185.6.9,10,,5,,,x,,x,,x,,x
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,Other census family households,185.6.10,40,,45,,129000,,155000,,117000,,133000,
2021,0001.35 - Calgary,2021S05078250001.35,4 persons,Non-census family households,185.6.11,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,Total – Household type including census family structure,185.7.1,230,,240,,160000,,159000,,139000,,136000,
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,Census-family households,185.7.2,230,,240,,160000,,159000,,139000,,136000,
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,Households consisting of only one census family without additional persons,185.7.3,120,,110,,130000,,130000,,111000,,110000,
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,"One couple, with or without children in their census family",185.7.4,115,,110,,130000,,130000,,111000,,110000,
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,Without children,185.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,With children,185.7.6,115,,110,,130000,,130000,,111000,,110000,
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,One one-parent census family,185.7.7,5,,0,,,x,0,...,,x,0,...
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,With a parent that is a man+,185.7.8,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,With a parent that is a woman+,185.7.9,5,,0,,,x,0,...,,x,0,...
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,Other census family households,185.7.10,115,,130,,180000,,180000,,162000,,156000,
2021,0001.35 - Calgary,2021S05078250001.35,5 or more persons,Non-census family households,185.7.11,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,Total – Household type including census family structure,186.1.1,1775,,1795,,90000,,97000,,79000,,82000,
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,Census-family households,186.1.2,1180,,1210,,109000,,115000,,95000,,97000,
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,Households consisting of only one census family without additional persons,186.1.3,1010,,1065,,103000,,108000,,91000,,93000,
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,"One couple, with or without children in their census family",186.1.4,880,,925,,108000,,113000,,94000,,96000,
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,Without children,186.1.5,335,,365,,94000,,104000,,84000,,88000,
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,With children,186.1.6,545,,555,,116000,,116000,,101000,,100000,
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,One one-parent census family,186.1.7,135,,135,,71500,,77500,,66500,,69500,
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,With a parent that is a man+,186.1.8,20,,15,,82000,,,x,75000,,,x
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,With a parent that is a woman+,186.1.9,110,,120,,70000,,77000,,64000,,70000,
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,Other census family households,186.1.10,170,,150,,153000,,152000,,132000,,131000,
2021,0001.37 - Calgary,2021S05078250001.37,Total - Households by household size,Non-census family households,186.1.11,600,,585,,55200,,65500,,47600,,54400,
2021,0001.37 - Calgary,2021S05078250001.37,1 person,Total – Household type including census family structure,186.2.1,540,,520,,52000,,62000,,45200,,51200,
2021,0001.37 - Calgary,2021S05078250001.37,1 person,Census-family households,186.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,1 person,Households consisting of only one census family without additional persons,186.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,1 person,"One couple, with or without children in their census family",186.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,1 person,Without children,186.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,1 person,With children,186.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,1 person,One one-parent census family,186.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,1 person,With a parent that is a man+,186.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,1 person,With a parent that is a woman+,186.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,1 person,Other census family households,186.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,1 person,Non-census family households,186.2.11,540,,520,,52000,,62000,,45200,,51200,
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,Total – Household type including census family structure,186.3.1,1235,,1280,,108000,,114000,,94000,,96000,
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,Census-family households,186.3.2,1180,,1210,,109000,,115000,,95000,,97000,
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,Households consisting of only one census family without additional persons,186.3.3,1010,,1065,,103000,,108000,,91000,,93000,
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,"One couple, with or without children in their census family",186.3.4,880,,925,,108000,,113000,,94000,,96000,
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,Without children,186.3.5,335,,365,,94000,,104000,,84000,,88000,
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,With children,186.3.6,545,,555,,116000,,116000,,101000,,100000,
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,One one-parent census family,186.3.7,135,,135,,71500,,77500,,66500,,69500,
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,With a parent that is a man+,186.3.8,20,,15,,82000,,,x,75000,,,x
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,With a parent that is a woman+,186.3.9,110,,120,,70000,,77000,,64000,,70000,
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,Other census family households,186.3.10,170,,150,,153000,,152000,,132000,,131000,
2021,0001.37 - Calgary,2021S05078250001.37,2 or more persons,Non-census family households,186.3.11,55,,65,,81000,,105000,,72000,,89000,
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,Total – Household type including census family structure,186.4.1,455,,510,,91000,,100000,,81000,,85000,
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,Census-family households,186.4.2,405,,455,,92000,,100000,,81000,,84000,
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,Households consisting of only one census family without additional persons,186.4.3,405,,455,,92000,,100000,,81000,,84000,
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,"One couple, with or without children in their census family",186.4.4,335,,365,,94000,,104000,,84000,,88000,
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,Without children,186.4.5,335,,365,,94000,,104000,,84000,,88000,
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,With children,186.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,One one-parent census family,186.4.7,70,,90,,76500,,77500,,67500,,68000,
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,With a parent that is a man+,186.4.8,10,,10,,,x,,x,,x,,x
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,With a parent that is a woman+,186.4.9,60,,80,,76500,,78000,,68500,,70000,
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,Other census family households,186.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,2 persons,Non-census family households,186.4.11,50,,55,,79000,,102000,,70500,,86000,
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,Total – Household type including census family structure,186.5.1,290,,330,,106000,,112000,,92000,,95000,
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,Census-family households,186.5.2,285,,325,,106000,,112000,,92000,,94000,
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,Households consisting of only one census family without additional persons,186.5.3,260,,290,,105000,,109000,,91000,,93000,
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,"One couple, with or without children in their census family",186.5.4,210,,255,,113000,,112000,,97000,,94000,
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,Without children,186.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,With children,186.5.6,210,,255,,113000,,112000,,97000,,94000,
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,One one-parent census family,186.5.7,45,,40,,68500,,77500,,63600,,74000,
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,With a parent that is a man+,186.5.8,5,,5,,,x,,x,,x,,x
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,With a parent that is a woman+,186.5.9,40,,30,,66500,,76500,,61600,,73000,
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,Other census family households,186.5.10,30,,30,,113000,,130000,,102000,,109000,
2021,0001.37 - Calgary,2021S05078250001.37,3 persons,Non-census family households,186.5.11,0,,10,,0,...,,x,0,...,,x
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,Total – Household type including census family structure,186.6.1,300,,270,,119000,,123000,,104000,,104000,
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,Census-family households,186.6.2,295,,270,,118000,,122000,,103000,,104000,
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,Households consisting of only one census family without additional persons,186.6.3,250,,235,,114000,,118000,,100000,,101000,
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,"One couple, with or without children in their census family",186.6.4,240,,225,,115000,,118000,,100000,,102000,
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,Without children,186.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,With children,186.6.6,240,,225,,115000,,118000,,100000,,102000,
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,One one-parent census family,186.6.7,10,,10,,,x,,x,,x,,x
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,With a parent that is a man+,186.6.8,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,With a parent that is a woman+,186.6.9,10,,10,,,x,,x,,x,,x
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,Other census family households,186.6.10,45,,35,,134000,,139000,,120000,,123000,
2021,0001.37 - Calgary,2021S05078250001.37,4 persons,Non-census family households,186.6.11,5,,0,,,x,0,...,,x,0,...
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,Total – Household type including census family structure,186.7.1,190,,165,,145000,,147000,,127000,,126000,
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,Census-family households,186.7.2,190,,165,,145000,,146000,,127000,,126000,
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,Households consisting of only one census family without additional persons,186.7.3,100,,80,,121000,,121000,,104000,,101000,
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,"One couple, with or without children in their census family",186.7.4,95,,75,,122000,,121000,,105000,,101000,
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,Without children,186.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,With children,186.7.6,95,,75,,122000,,121000,,105000,,101000,
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,One one-parent census family,186.7.7,5,,0,,,x,,x,,x,,x
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,With a parent that is a man+,186.7.8,0,,0,,0,...,0,...,0,...,0,...
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,With a parent that is a woman+,186.7.9,5,,0,,,x,0,...,,x,0,...
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,Other census family households,186.7.10,90,,85,,170000,,160000,,148000,,140000,
2021,0001.37 - Calgary,2021S05078250001.37,5 or more persons,Non-census family households,186.7.11,0,,0,,0,...,0,...,0,...,0,...
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,Total – Household type including census family structure,187.1.1,1825,,1845,,110000,,117000,,95000,,99000,
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,Census-family households,187.1.2,1475,,1515,,120000,,127000,,104000,,107000,
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,Households consisting of only one census family without additional persons,187.1.3,1235,,1260,,113000,,120000,,98000,,102000,
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,"One couple, with or without children in their census family",187.1.4,1065,,1085,,119000,,126000,,102000,,107000,
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,Without children,187.1.5,315,,310,,105000,,121000,,90000,,102000,
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,With children,187.1.6,745,,775,,127000,,127000,,110000,,108000,
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,One one-parent census family,187.1.7,175,,175,,74000,,76500,,67500,,66000,
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,With a parent that is a man+,187.1.8,35,,40,,76000,,98000,,67500,,84000,
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,With a parent that is a woman+,187.1.9,140,,135,,71000,,71500,,67500,,65500,
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,Other census family households,187.1.10,240,,260,,160000,,160000,,142000,,137000,
2021,0001.38 - Calgary,2021S05078250001.38,Total - Households by household size,Non-census family households,187.1.11,350,,330,,66500,,77500,,56400,,63600,
2021,0001.38 - Calgary,2021S05078250001.38,1 person,Total – Household type including census family structure,187.2.1,280,,270,,57200,,71500,,48800,,57600,
2021,0001.38 - Calgary,2021S05078250001.38,1 person,Census-family households,187.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,0001.38 - Calgary,2021S05078250001.38,1 person,Households consisting of only one census family without additional persons,187.2.3,0,,0,,0,...,0,...,0,...,0,...
